"noun_no","dictionary_stem","stem","gender","noun_type","japanese_translation","english_translation","deponent_singular","deponent_plural","location_name"
"4636","πολύκνημον","πολύκνημ","Neuter","2on","足の長い","long-legged","0","0","0"
"4637","πολύνευρον","πολύνευρ","Neuter","2on","マルチニューロン","multineuron","0","0","0"
"4638","πολύσπαστον","πολύσπαστ","Neuter","2on","多種多様な","multifarious","0","0","0"
"4639","πολύτριχον","πολύτριχ","Neuter","2on","毛深い","hairy","0","0","0"
"4640","πορνεῖον","πορνεῖ","Neuter","2on","娼婦","whore","0","0","0"
"4641","ποτήριον","ποτήρι","Neuter","2on","ガラス","glass","0","0","0"
"4642","ποτόν","ποτ","Neuter","2on","酒","booze","0","0","0"
"4643","πράσιον","πράσι","Neuter","2on","緑","green","0","0","0"
"4644","πράσον","πράσ","Neuter","2on","やれ","do it","0","0","0"
"4645","πρέμνον","πρέμν","Neuter","2on","待っている","waiting","0","0","0"
"4646","πραικόκιον","πραικόκι","Neuter","2on","プライコキオン","praikokion","0","0","0"
"4647","πρατήνιον","πρατήνι","Neuter","2on","プラテニオン","pratenion","0","0","0"
"4648","πρεσβυτέριον","πρεσβυτέρι","Neuter","2on","プレスビテリオン","presbyterion","0","0","0"
"4649","προκόμιον","προκόμι","Neuter","2on","プロコミオン","procomion","0","0","0"
"4650","προοίμιον","προοίμι","Neuter","2on","予選","preliminaries","0","0","0"
"4651","προσκήνιον","προσκήνι","Neuter","2on","前景","foreground","0","0","0"
"4652","προσκεφάλαιον","προσκεφάλαι","Neuter","2on","前章","pre-chapter","0","0","0"
"4653","προσωπεῖον","προσωπεῖ","Neuter","2on","個人的","personal","0","0","0"
"4654","προῦμνον","προῦμν","Neuter","2on","プレウムノン","preumnon","0","0","0"
"4655","πρυμνήσια","πρυμνήσι","Neuter","2on","後方","aft","1","0","0"
"4656","πρωτόκολλον","πρωτόκολλ","Neuter","2on","プロトコル","protocol","0","0","0"
"4657","πρόβατον","πρόβατ","Neuter","2on","羊","sheep","0","0","0"
"4658","πρόθυρον","πρόθυρ","Neuter","2on","差し迫った","imminent","0","0","0"
"4659","πρόσωπον","πρόσωπ","Neuter","2on","人","person","0","0","0"
"4660","πτίλον","πτίλ","Neuter","2on","蝶","butterfly","0","0","0"
"4661","πτερόν","πτερ","Neuter","2on","フェザー","feather","0","0","0"
"4662","πτερύγιον","πτερύγι","Neuter","2on","フィン","fin","0","0","0"
"4663","πτωχοτροφεῖον","πτωχοτροφεῖ","Neuter","2on","貧しい家","poor house","0","0","0"
"4664","πτύον","πτύ","Neuter","2on","唾を吐く","spit","0","0","0"
"4665","πτύχιον","πτύχι","Neuter","2on","程度","degree","0","0","0"
"4666","πυκνόκομον","πυκνόκομ","Neuter","2on","密集","densely packed","0","0","0"
"4667","πυξίον","πυξί","Neuter","2on","方位磁針","compass","0","0","0"
"4668","πυρά","πυρ","Neuter","2on","火葬","pyre","1","0","0"
"4669","πυρός","πυρ","Neuter","2","小麦、小麦の粒","wheat, grain of wheat","0","0","0"
"4670","πωγώνιον","πωγώνι","Neuter","2on","ポゴニオン","pogonion","0","0","0"
"4671","πόλιον","πόλι","Neuter","2on","ポール","pole","0","0","0"
"4672","πόπανον","πόπαν","Neuter","2on","ポパノン","popanon","0","0","0"
"4673","πύον","πύ","Neuter","2on","膿","pus","0","0","0"
"4674","πύρδαλον","πύρδαλ","Neuter","2on","ピルダロン","pyrdalon","0","0","0"
"4675","πύρεθρον","πύρεθρ","Neuter","2on","除虫菊","pyrethrum","0","0","0"
"4676","πύρνον","πύρν","Neuter","2on","火","fire","0","0","0"
"4677","σάβανον","σάβαν","Neuter","2on","シュラウド","shroud","0","0","0"
"4678","σάββατον","σάββατ","Neuter","2on","土曜日","saturday","0","0","0"
"4679","σάγγαρον","σάγγαρ","Neuter","2on","サンガロン","sangaron","0","0","0"
"4680","σάμβαλον","σάμβαλ","Neuter","2on","サンバロン","Sambalon","0","0","0"
"4681","σάμψουχον","σάμψουχ","Neuter","2on","三助","Samsuke","0","0","0"
"4682","σάνδαλον","σάνδαλ","Neuter","2on","サンダル","sandals","0","0","0"
"4683","σάνταλον","σάνταλ","Neuter","2on","サンダル","sandals","0","0","0"
"4684","σάρδιον","σάρδι","Neuter","2on","イワシ","sardine","0","0","0"
"4685","σάρον","σάρ","Neuter","2on","シャロン","Sharon","0","0","0"
"4686","σάτον","σάτ","Neuter","2on","サットン","Sutton","0","0","0"
"4687","σέλινον","σέλιν","Neuter","2on","セロリ","celery","0","0","0"
"4688","σήπιον","σήπι","Neuter","2on","イカ","cuttlefish","0","0","0"
"4689","σήσαμον","σήσαμ","Neuter","2on","せさもん","sesamon","0","0","0"
"4690","σίαλον","σίαλ","Neuter","2on","サイアロン","sialon","0","0","0"
"4691","σίδιον","σίδι","Neuter","2on","シドン","Sidon","0","0","0"
"4692","σίλλυβον","σίλλυβ","Neuter","2on","シリコン","silivon","0","0","0"
"4693","σίλφιον","σίλφι","Neuter","2on","シルフィオン","Sylphion","0","0","0"
"4694","σίον","σί","Neuter","2on","マイナス","minus","0","0","0"
"4695","σίραιον","σίραι","Neuter","2on","しらいおん","Siraion","0","0","0"
"4696","σίσαρον","σίσαρ","Neuter","2on","シサロン","sisaron","0","0","0"
"4697","σαγάπηνον","σαγάπην","Neuter","2on","愛","love","0","0","0"
"4698","σαγματοπασμαγάδια","σαγματοπασμαγάδι","Neuter","2on","サグマトパスマガダス","sagmatopasmagadas","1","0","0"
"4699","σανδάλιον","σανδάλι","Neuter","2on","サンダル","sandals","0","0","0"
"4700","σαράβαρα","σαράβαρ","Neuter","2on","サラヴァラ","saravara","1","0","0"
"4701","σαρκόμφαλον","σαρκόμφαλ","Neuter","2on","サルコマファロン","sarcomaphalon","0","0","0"
"4702","σαρκόπυον","σαρκόπυ","Neuter","2on","サルコピオン","sarcopyon","0","0","0"
"4703","σατύριον","σατύρι","Neuter","2on","サテリオン","satyrion","0","0","0"
"4704","σαύνιον","σαύνι","Neuter","2on","サユニオン","saunion","0","0","0"
"4705","σεβένιον","σεβένι","Neuter","2on","セニオン","sevenion","0","0","0"
"4706","σεῖστρον","σεῖστρ","Neuter","2on","セイストロン","seistron","0","0","0"
"4707","σημεῖον","σημεῖ","Neuter","2on","サイン","sign","0","0","0"
"4708","σητάνιον","σητάνι","Neuter","2on","サタニオン","satanion","0","0","0"
"4709","σιδηροτρύπανον","σιδηροτρύπαν","Neuter","2on","鉄ドリル","iron drill","0","0","0"
"4710","σιδηρουργεῖον","σιδηρουργεῖ","Neuter","2on","鍛冶屋","blacksmith","0","0","0"
"4711","σιμίκιον","σιμίκι","Neuter","2on","シミシオン","Simicion","0","0","0"
"4712","σισύμβριον","σισύμβρι","Neuter","2on","シンブリオン","sisymbrion","0","0","0"
"4713","σιτίον","σιτί","Neuter","2on","粒","grain","0","0","0"
"4714","σιτώνιον","σιτώνι","Neuter","2on","小麦","wheat","0","0","0"
"4715","σκάνδαλον","σκάνδαλ","Neuter","2on","スキャンダル","scandal","0","0","0"
"4716","σκέπαρνον","σκέπαρν","Neuter","2on","スケプラン","skepran","0","0","0"
"4717","σκαμμώνιον","σκαμμώνι","Neuter","2on","詐欺","scammonion","0","0","0"
"4718","σκανδάληθρον","σκανδάληθρ","Neuter","2on","引き金","trigger","0","0","0"
"4719","σκαφεῖον","σκαφεῖ","Neuter","2on","ボート","boat","0","0","0"
"4720","σκεπάρνιον","σκεπάρνι","Neuter","2on","屋根","roof","0","0","0"
"4721","σκιάδειον","σκιάδει","Neuter","2on","傘","umbrella","0","0","0"
"4722","σκοίκιον","σκοίκι","Neuter","2on","スコーキオン","scoikion","0","0","0"
"4723","σκολοπένδριον","σκολοπένδρι","Neuter","2on","スコロペンドリオン","scolopendrion","0","0","0"
"4724","σκορπίον","σκορπί","Neuter","2on","サソリ","scorpion","0","0","0"
"4725","σκορπίουρον","σκορπίουρ","Neuter","2on","スコーピオン","Scorpion","0","0","0"
"4726","σκορπιοκτόνον","σκορπιοκτόν","Neuter","2on","サソリキラー","scorpion killer","0","0","0"
"4727","σκόλιον","σκόλι","Neuter","2on","スコリオン","scolion","0","0","0"
"4728","σκόλυθρον","σκόλυθρ","Neuter","2on","カタツムリ","snail","0","0","0"
"4729","σκόμιον","σκόμι","Neuter","2on","ソミオン","somion","0","0","0"
"4730","σκύβαλον","σκύβαλ","Neuter","2on","犬","dog","0","0","0"
"4731","σκύλιον","σκύλι","Neuter","2on","犬","dog","0","0","0"
"4732","σκύνιον","σκύνι","Neuter","2on","シニオン","scynion","0","0","0"
"4733","σκῆπτρον","σκῆπτρ","Neuter","2on","スケプトロン","skeptron","0","0","0"
"4734","σκῦλα","σκῦλ","Neuter","2on","雌犬","bitch","1","0","0"
"4735","σμύρνιον","σμύρνι","Neuter","2on","スミルニオン","smyrnion","0","0","0"
"4736","σουδάριον","σουδάρι","Neuter","2on","スダリオン","sudarion","0","0","0"
"4737","σοῦσον","σοῦσ","Neuter","2on","セーブ","save","0","0","0"
"4738","σπάλαθρον","σπάλαθρ","Neuter","2on","飛び散る","splatter","0","0","0"
"4739","σπάργανον","σπάργαν","Neuter","2on","出芽","budding","0","0","0"
"4740","σπάρτον","σπάρτ","Neuter","2on","質素な","spartan","0","0","0"
"4741","σπαργάνιον","σπαργάνι","Neuter","2on","スパーガニオン","sparganion","0","0","0"
"4742","σπεῖρον","σπεῖρ","Neuter","2on","スペイロン","speyron","0","0","0"
"4743","σπλάγχνον","σπλάγχν","Neuter","2on","内臓","viscera","0","0","0"
"4744","σπληνίον","σπληνί","Neuter","2on","脾臓","spleen","0","0","0"
"4745","στάδιον","στάδι","Neuter","2on","ステージ","stage","0","0","0"
"4746","στέγαστρον","στέγαστρ","Neuter","2on","屋根葺き職人","roofer","0","0","0"
"4747","στέλεχος","στέλεχ","Neuter","2","幹、丸太、あほう","trunk, log, blockhead","0","0","0"
"4748","στέμφυλον","στέμφυλ","Neuter","2on","クラウン","crown","0","0","0"
"4749","στέργηθρον","στέργηθρ","Neuter","2on","スターガートロン","stergerthron","0","0","0"
"4750","στέρνον","στέρν","Neuter","2on","胸骨","sternum","0","0","0"
"4751","σταθμόν","σταθμ","Neuter","2on","駅","station","0","0","0"
"4752","σταφυλοβολεῖον","σταφυλοβολεῖ","Neuter","2on","ブドウの木","grapevine","0","0","0"
"4753","σταφυλόδενδρον","σταφυλόδενδρ","Neuter","2on","ブドウの木","grapevine","0","0","0"
"4754","στοιχεῖον","στοιχεῖ","Neuter","2on","エレメント","element","0","0","0"
"4755","στρατόπεδον","στρατόπεδ","Neuter","2on","キャンプ","camp","0","0","0"
"4756","στρούθιον","στρούθι","Neuter","2on","ストラチオン","struthion","0","0","0"
"4757","στρωματόδεσμον","στρωματόδεσμ","Neuter","2on","間質","stroma","0","0","0"
"4758","στρόφιον","στρόφι","Neuter","2on","スクリュー","screw","0","0","0"
"4759","στρύχνον","στρύχν","Neuter","2on","ストリキノ","strychno","0","0","0"
"4760","στυππεῖον","στυππεῖ","Neuter","2on","渋い","astringent","0","0","0"
"4761","στόμιον","στόμι","Neuter","2on","口","mouth","0","0","0"
"4762","συκόφυλλον","συκόφυλλ","Neuter","2on","イチジクの葉","fig leaf","0","0","0"
"4763","συμπόσιον","συμπόσι","Neuter","2on","バンケット","banquet","0","0","0"
"4764","συνέδριον","συνέδρι","Neuter","2on","会議","conference","0","0","0"
"4765","συνώνυμον","συνώνυμ","Neuter","2on","同義","synonymous","0","0","0"
"4766","σφάγιον","σφάγι","Neuter","2on","枝肉","carcass","0","0","0"
"4767","σφάκτρον","σφάκτρ","Neuter","2on","スパークトロン","sphaktron","0","0","0"
"4768","σφαιριστήριον","σφαιριστήρι","Neuter","2on","ボーリング場","bowling alley","0","0","0"
"4769","σφονδύλιον","σφονδύλι","Neuter","2on","フライホイール","flywheel","0","0","0"
"4770","σφυρόν","σφυρ","Neuter","2on","ハンマー","hammer","0","0","0"
"4771","σχινέλαιον","σχινέλαι","Neuter","2on","アマニ油","Linseed oil","0","0","0"
"4772","σχοινίον","σχοινί","Neuter","2on","小さなロープ、コード、糸","small rope, cord, thread","0","0","0"
"4773","σχόλιον","σχόλι","Neuter","2on","コメント","comment","0","0","0"
"4774","σωληνάριον","σωληνάρι","Neuter","2on","尿細管","tubule","0","0","0"
"4775","σωφρονιστήριον","σωφρονιστήρι","Neuter","2on","刑務所","penitentiary","0","0","0"
"4776","σόλιον","σόλι","Neuter","2on","ソロン","solon","0","0","0"
"4777","σύμβολον","σύμβολ","Neuter","2on","シンボル","symbol","0","0","0"
"4778","σύμφυτον","σύμφυτ","Neuter","2on","共生者","symbiont","0","0","0"
"4779","σύμφωνον","σύμφων","Neuter","2on","同意した","agreed","0","0","0"
"4780","σύνορον","σύνορ","Neuter","2on","国境","border","0","0","0"
"4781","σώσανδρον","σώσανδρ","Neuter","2on","ソサンドロン","sosandron","0","0","0"
"4782","σῆστρον","σῆστρ","Neuter","2on","ふるい、こし器","sieve, strainer","0","0","0"
"4783","σῦκον","σῦκ","Neuter","2on","頻繁","often","0","0","0"
"4784","σῶστρα","σῶστρ","Neuter","2on","引き上げ","salvage","1","0","0"
"4785","σῶτρον","σῶτρ","Neuter","2on","ソトロン","sotron","0","0","0"
"4786","τάγηνον","τάγην","Neuter","2on","タジン","tagine","0","0","0"
"4787","τάλαντον","τάλαντ","Neuter","2on","タレント","talent","0","0","0"
"4788","τάργανον","τάργαν","Neuter","2on","ぎくしゃくした","jerky","0","0","0"
"4789","τάριχον","τάριχ","Neuter","2on","日にち","date","0","0","0"
"4790","τέθριππον","τέθριππ","Neuter","2on","四重","fourfold","0","0","0"
"4791","τέκνον","τέκν","Neuter","2on","子","child","0","0","0"
"4792","τέλσον","τέλσ","Neuter","2on","テルソン","telson","0","0","0"
"4793","τέραμνον","τέραμν","Neuter","2on","テラムノン","teramnon","0","0","0"
"4794","τέρεμνον","τέρεμν","Neuter","2on","待っている","waiting","0","0","0"
"4795","τέρετρον","τέρετρ","Neuter","2on","テレトロン","terretron","0","0","0"
"4796","τέρθρον","τέρθρ","Neuter","2on","テトロン","terthron","0","0","0"
"4797","τήθυον","τήθυ","Neuter","2on","母親","mother","0","0","0"
"4798","τίφυον","τίφυ","Neuter","2on","台風","typhoon","0","0","0"
"4799","ταγηνοστρόφιον","ταγηνοστρόφι","Neuter","2on","タギノストロフィー","taginostrophy","0","0","0"
"4800","ταριχοπώλιον","ταριχοπώλι","Neuter","2on","行商人","peddler","0","0","0"
"4801","τεκμήριον","τεκμήρι","Neuter","2on","推定","presumption","0","0","0"
"4802","τεύθριον","τεύθρι","Neuter","2on","テウスリオン","teuthrion","0","0","0"
"4803","τεύκριον","τεύκρι","Neuter","2on","発明","invention","0","0","0"
"4804","τεῦτλον","τεῦτλ","Neuter","2on","チュートロン","teutlon","0","0","0"
"4805","τηλέφιον","τηλέφι","Neuter","2on","電話","phone","0","0","0"
"4806","τομάριον","τομάρι","Neuter","2on","とまりおん","tomarion","0","0","0"
"4807","τοπεῖον","τοπεῖ","Neuter","2on","トピオン","topeion","0","0","0"
"4808","τράγιον","τράγι","Neuter","2on","臭いツタン、ピンパーネル","stinking tutsan, pimpernel","0","0","0"
"4809","τρίβανον","τρίβαν","Neuter","2on","こする","rubbing","0","0","0"
"4810","τρίγωνον","τρίγων","Neuter","2on","三角形","triangle","0","0","0"
"4811","τρίφυλλον","τρίφυλλ","Neuter","2on","クローバー、ピッチ三つ葉、三つ葉の形をした飾り","clover, pitch trefoil, ornament shaped like trefoil","0","0","0"
"4812","τραύξανα","τραύξαν","Neuter","2on","私はスナップした","I snapped","1","0","0"
"4813","τρικλίνιον","τρικλίνι","Neuter","2on","ソファが3つあるダイニングルーム","dining room with three couches","0","0","0"
"4814","τριπόλιον","τριπόλι","Neuter","2on","シーアスター","sea aster","0","0","0"
"4815","τρυγόνιον","τρυγόνι","Neuter","2on","ジプシーワート","gypsywort","0","0","0"
"4816","τρωγάλια","τρωγάλι","Neuter","2on","食べられるもの","eatables","1","0","0"
"4817","τρόπαιον","τρόπαι","Neuter","2on","トロフィー","trophy","0","0","0"
"4818","τρύβλιον","τρύβλι","Neuter","2on","杯、コップ、ボウル、処方箋に使用されるメジャーの種類","cup, bowl, kind of measure used in medical prescriptions","0","0","0"
"4819","τρύπανον","τρύπαν","Neuter","2on","ピアス","piercing","0","0","0"
"4820","τυροκομεῖον","τυροκομεῖ","Neuter","2on","チーズ工場","cheese factory","0","0","0"
"4821","τυροφορεῖον","τυροφορεῖ","Neuter","2on","チーズメーカー","cheese maker","0","0","0"
"4822","τωκάλιον","τωκάλι","Neuter","2on","もちろん","of course","0","0","0"
"4823","τόξον","τόξ","Neuter","2on","弓","bow","0","0","0"
"4824","τόρδυλον","τόρδυλ","Neuter","2on","ハートウォート","hartwort","0","0","0"
"4825","τύμπανον","τύμπαν","Neuter","2on","ドラミング","drumming","0","0","0"
"4826","φάλαρον","φάλαρ","Neuter","2on","カモメ","seagull","0","0","0"
"4827","φάρμακον","φάρμακ","Neuter","2on","投薬","medication","0","0","0"
"4828","φάσγανον","φάσγαν","Neuter","2on","ファスガノン","fasganon","0","0","0"
"4829","φάσκον","φάσκ","Neuter","2on","ファシネーター","fascinator","0","0","0"
"4830","φέρετρον","φέρετρ","Neuter","2on","棺","coffin","0","0","0"
"4831","φέρνιον","φέρνι","Neuter","2on","フェルニオン","fernion","0","0","0"
"4832","φέρομβρον","φέρομβρ","Neuter","2on","フェロンブロン","ferombron","0","0","0"
"4833","φίλτρον","φίλτρ","Neuter","2on","フィルター","filter","0","0","0"
"4834","φακιάλιον","φακιάλι","Neuter","2on","ポーチ","pouch","0","0","0"
"4835","φαλάγγιον","φαλάγγι","Neuter","2on","指骨","phalangion","0","0","0"
"4836","φθειροκτόνον","φθειροκτόν","Neuter","2on","リン酸塩","phtheiricide","0","0","0"
"4837","φορεῖον","φορεῖ","Neuter","2on","着用者","wearer","0","0","0"
"4838","φορτίον","φορτί","Neuter","2on","ロード","load","0","0","0"
"4839","φρένιον","φρένι","Neuter","2on","フレニオン","frenion","0","0","0"
"4840","φραγέλλιον","φραγέλλι","Neuter","2on","フラゲリオン","fragellion","0","0","0"
"4841","φρούριον","φρούρι","Neuter","2on","要塞","fortress","0","0","0"
"4842","φρύγανον","φρύγαν","Neuter","2on","トーストした","toasted","0","0","0"
"4843","φρύγετρον","φρύγετρ","Neuter","2on","天ぷら鍋","deep fryer","0","0","0"
"4844","φυλακτήριον","φυλακτήρι","Neuter","2on","刑務所","prison","0","0","0"
"4845","φυτόν","φυτ","Neuter","2on","工場","plant","0","0","0"
"4846","φωνίον","φωνί","Neuter","2on","電話","phone","0","0","0"
"4847","φύλλον","φύλλ","Neuter","2on","葉","leaf","0","0","0"
"4848","φῦλον","φῦλ","Neuter","2on","フィロン","philon","0","0","0"
"4849","χέννιον","χέννι","Neuter","2on","ヘンニオン","hennion","0","0","0"
"4850","χέρνιβον","χέρνιβ","Neuter","2on","ヘルニボン","hernivon","0","0","0"
"4851","χαιρέφυλλον","χαιρέφυλλ","Neuter","2on","乾杯","cheers","0","0","0"
"4852","χαλάδριον","χαλάδρι","Neuter","2on","カラドリオン","chaladrion","0","0","0"
"4853","χαλάζιον","χαλάζι","Neuter","2on","石英","quartz","0","0","0"
"4854","χαλκηδόνιον","χαλκηδόνι","Neuter","2on","カルセドニー","chalcedony","0","0","0"
"4855","χαλκουργεῖον","χαλκουργεῖ","Neuter","2on","銅細工師","coppersmith","0","0","0"
"4856","χαμαίγειρον","χαμαίγειρ","Neuter","2on","彼らは笑った","they laughed","0","0","0"
"4857","χαμαίμηλον","χαμαίμηλ","Neuter","2on","カモミール","chamomile","0","0","0"
"4858","χείμαστρον","χείμαστρ","Neuter","2on","冬眠","hibernation","0","0","0"
"4859","χεδροπά","χεδροπ","Neuter","2on","手を下げて","hands down","1","0","0"
"4860","χειροδόσιον","χειροδόσι","Neuter","2on","手動で","manually","0","0","0"
"4861","χειρόνιπτρον","χειρόνιπτρ","Neuter","2on","手持ち","hand held","0","0","0"
"4862","χελιδόνιον","χελιδόνι","Neuter","2on","飲み込む","swallow","0","0","0"
"4863","χελωνάριον","χελωνάρι","Neuter","2on","カメ","turtle","0","0","0"
"4864","χερμάδιον","χερμάδι","Neuter","2on","ドライ","dry","0","0","0"
"4865","χοιροκομεῖον","χοιροκομεῖ","Neuter","2on","豚舎","piggery","0","0","0"
"4866","χοιροτροφεῖον","χοιροτροφεῖ","Neuter","2on","養豚場","pig farm","0","0","0"
"4867","χρηστήριον","χρηστήρι","Neuter","2on","ユーザー","user","0","0","0"
"4868","χρυσάνθεμον","χρυσάνθεμ","Neuter","2on","菊","chrysanthemum","0","0","0"
"4869","χρυσίον","χρυσί","Neuter","2on","金","Gold","0","0","0"
"4870","χρυσολάχανον","χρυσολάχαν","Neuter","2on","ゴールデンキャベツ","golden cabbage","0","0","0"
"4871","χρυσόγονον","χρυσόγον","Neuter","2on","クリソゲノン","chrysogenon","0","0","0"
"4872","χρυσόμηλον","χρυσόμηλ","Neuter","2on","金のりんご","golden apple","0","0","0"
"4873","χωρίον","χωρί","Neuter","2on","村","village","0","0","0"
"4874","χόριον","χόρι","Neuter","2on","コリオン","chorion","0","0","0"
"4875","χύτλον","χύτλ","Neuter","2on","鋳鉄","cast iron","0","0","0"
"4876","χῖδρον","χῖδρ","Neuter","2on","ハイドロン","hydron","0","0","0"
"4877","ψάκαλον","ψάκαλ","Neuter","2on","検索エンジン","search engine","0","0","0"
"4878","ψάλιον","ψάλι","Neuter","2on","サリオン","psalion","0","0","0"
"4879","ψέλιον","ψέλι","Neuter","2on","オオバコ","psyllium","0","0","0"
"4880","ψίλον","ψίλ","Neuter","2on","若干","little bit","0","0","0"
"4881","ψαλτήριον","ψαλτήρι","Neuter","2on","塩辛い","psaltery","0","0","0"
"4882","ψευδοβούνιον","ψευδοβούνι","Neuter","2on","疑似バニオン","pseudobunion","0","0","0"
"4883","ψευδοπόρφυρον","ψευδοπόρφυρ","Neuter","2on","シュードポルフィロン","pseudoporphyron","0","0","0"
"4884","ψευδοσέλινον","ψευδοσέλιν","Neuter","2on","偽セロリ","pseudocelery","0","0","0"
"4885","ψηφολογεῖον","ψηφολογεῖ","Neuter","2on","投票","voting","0","0","0"
"4886","ψυχότροφον","ψυχότροφ","Neuter","2on","向精神薬","psychotropic","0","0","0"
"4887","ψωμίον","ψωμί","Neuter","2on","パン","bread","0","0","0"
"4888","ψύλλιον","ψύλλι","Neuter","2on","オオバコ","psyllium","0","0","0"
"4889","ἀέθλιον","ἀέθλι","Neuter","2on","エトリオン","aethlion","0","0","0"
"4890","ἀβραμίδιον","ἀβραμίδι","Neuter","2on","土曜日","Saturday","0","0","0"
"4891","ἀβρότονον","ἀβρότον","Neuter","2on","アブロトノン","abrotonon","0","0","0"
"4892","ἀγάλοχον","ἀγάλοχ","Neuter","2on","アガロション","agalochon","0","0","0"
"4893","ἀγαρικόν","ἀγαρικ","Neuter","2on","アガリコン","agaricon","0","0","0"
"4894","ἀγγήϊον","ἀγγήϊ","Neuter","2on","容器","vessel","0","0","0"
"4895","ἀγγεῖον","ἀγγεῖ","Neuter","2on","容器","vessel","0","0","0"
"4896","ἀγγούριον","ἀγγούρι","Neuter","2on","きゅうり","cucumber","0","0","0"
"4897","ἀγρηνόν","ἀγρην","Neuter","2on","野蛮","savage","0","0","0"
"4898","ἀγριοκρόμμυον","ἀγριοκρόμμυ","Neuter","2on","野生のクロム","wild chromium","0","0","0"
"4899","ἀγριοπήγανον","ἀγριοπήγαν","Neuter","2on","イノシシ","wild boar","0","0","0"
"4900","ἀγριόκαρδον","ἀγριόκαρδ","Neuter","2on","ワイルドカード","wild card","0","0","0"
"4901","ἀγριόπρασον","ἀγριόπρασ","Neuter","2on","ワイルドグリーン","wild greens","0","0","0"
"4902","ἀγριόρροδον","ἀγριόρροδ","Neuter","2on","野薔薇","wild rose","0","0","0"
"4903","ἀγριόφυλλον","ἀγριόφυλλ","Neuter","2on","アグリフィロン","agriophyllon","0","0","0"
"4904","ἀδίαντον","ἀδίαντ","Neuter","2on","さようなら","Goodbye","0","0","0"
"4905","ἀκάνθιον","ἀκάνθι","Neuter","2on","アカンチオン","Akanthion","0","0","0"
"4906","ἀκάτιον","ἀκάτι","Neuter","2on","アカシア","acacia","0","0","0"
"4907","ἀκουσμάτιον","ἀκουσμάτι","Neuter","2on","聞いている","listening","0","0","0"
"4908","ἀκροκώλιον","ἀκροκώλι","Neuter","2on","アクロコリオン","Akrokolion","0","0","0"
"4909","ἀκρωτήριον","ἀκρωτήρι","Neuter","2on","ケープ","cape","0","0","0"
"4910","ἀκόνιτον","ἀκόνιτ","Neuter","2on","不正確に","inaccurately","0","0","0"
"4911","ἀκόντιον","ἀκόντι","Neuter","2on","ジャベリン","javelin","0","0","0"
"4912","ἀλεξιφάρμακον","ἀλεξιφάρμακ","Neuter","2on","解毒剤","antidote","0","0","0"
"4913","ἀλφάβητον","ἀλφάβητ","Neuter","2on","アルファベット","alphabet","0","0","0"
"4914","ἀλφάδιον","ἀλφάδι","Neuter","2on","アルファディオン","alfadion","0","0","0"
"4915","ἀμάρακον","ἀμάρακ","Neuter","2on","アマラコン","amarakon","0","0","0"
"4916","ἀμάραντον","ἀμάραντ","Neuter","2on","アマランス","amaranth","0","0","0"
"4917","ἀμμωνιακόν","ἀμμωνιακ","Neuter","2on","アンモニアの","of ammonia","0","0","0"
"4918","ἀμνίον","ἀμνί","Neuter","2on","羊膜","amnion","0","0","0"
"4919","ἀμπελόκαρπον","ἀμπελόκαρπ","Neuter","2on","つるの実","vine fruit","0","0","0"
"4920","ἀμπελόπρασον","ἀμπελόπρασ","Neuter","2on","ブドウの木","grapevine","0","0","0"
"4921","ἀμφίβληστρον","ἀμφίβληστρ","Neuter","2on","不可視","invisibility","0","0","0"
"4922","ἀμφιθέατρον","ἀμφιθέατρ","Neuter","2on","円形劇場","amphitheater","0","0","0"
"4923","ἀνάβαθρον","ἀνάβαθρ","Neuter","2on","アナバスロン","anavathron","0","0","0"
"4924","ἀνάρρινον","ἀνάρριν","Neuter","2on","男","male","0","0","0"
"4925","ἀναγκαῖον","ἀναγκαῖ","Neuter","2on","必要","necessary","0","0","0"
"4926","ἀνακτόριον","ἀνακτόρι","Neuter","2on","シアター","theater","0","0","0"
"4927","ἀνδράποδον","ἀνδράποδ","Neuter","2on","人足の","man-footed","0","0","0"
"4928","ἀνδρόσαιμον","ἀνδρόσαιμ","Neuter","2on","アンドロサエモン","androsaemon","0","0","0"
"4929","ἀντίδωρον","ἀντίδωρ","Neuter","2on","無料","free of charge","0","0","0"
"4930","ἀντίθετον","ἀντίθετ","Neuter","2on","それどころか","on the contrary","0","0","0"
"4931","ἀντίον","ἀντί","Neuter","2on","アンティオン","Antion","0","0","0"
"4932","ἀντίρρινον","ἀντίρριν","Neuter","2on","直感に反する","counterintuitive","0","0","0"
"4933","ἀντικνήμιον","ἀντικνήμι","Neuter","2on","アンチネミオン","antikneumion","0","0","0"
"4934","ἀπόγειον","ἀπόγει","Neuter","2on","遠地点","apogee","0","0","0"
"4935","ἀπόκυνον","ἀπόκυν","Neuter","2on","終末的な","apocynous","0","0","0"
"4936","ἀπόμακτρον","ἀπόμακτρ","Neuter","2on","あちらへ","away","0","0","0"
"4937","ἀργύριον","ἀργύρι","Neuter","2on","銀","silver","0","0","0"
"4938","ἀρδάλιον","ἀρδάλι","Neuter","2on","アルダリオン","Ardalion","0","0","0"
"4939","ἀριθμητικόν","ἀριθμητικ","Neuter","2on","算数的に","arithmetically","0","0","0"
"4940","ἀρκόφθαλμον","ἀρκόφθαλμ","Neuter","2on","アルコサルモン","arkothalmon","0","0","0"
