"noun_no","dictionary_stem","weak_stem","strong_stem","japanese_translation","english_translation","gender","noun_type","deponent_singular","deponent_plural","location_name"
"21548","Rycewicz","Rycewirz","Rycewirz-",,,"Feminine","3i","0","0","1"
"21549","Rychlec","Rychlec","Rychlec-",,,"Feminine","3i","0","0","1"
"21550","Rychlewicz","Rychlewirz","Rychlewirz-",,,"Feminine","3i","0","0","1"
"21551","Rycombel","Rycombel","Rycombel-",,,"Feminine","3i","0","0","1"
"21552","Rycąbel","Rycąbel","Rycąbel-",,,"Feminine","3i","0","0","1"
"21553","Rydel","Rydel","Rydel-",,,"Feminine","3i","0","0","1"
"21554","Rydlewicz","Rydlewirz","Rydlewirz-",,,"Feminine","3i","0","0","1"
"21555","Rydzoń","Rydzoń","Rydzon-",,,"Feminine","3i","0","0","1"
"21556","Rygasiewicz","Rygasiewirz","Rygasiewirz-",,,"Feminine","3i","0","0","1"
"21557","Rygiel","Rygiel","Rygiel-",,,"Feminine","3i","0","0","1"
"21558","Ryglewicz","Ryglewirz","Ryglewirz-",,,"Feminine","3i","0","0","1"
"21559","Rygorowicz","Rygorowirz","Rygorowirz-",,,"Feminine","3i","0","0","1"
"21560","Rylewicz","Rylewirz","Rylewirz-",,,"Feminine","3i","0","0","1"
"21561","Rymkiewicz","Rymkiewirz","Rymkiewirz-",,,"Feminine","3i","0","0","1"
"21562","Rymszewicz","Rymszewirz","Rymszewirz-",,,"Feminine","3i","0","0","1"
"21563","Ryniec","Ryniec","Ryniec-",,,"Feminine","3i","0","0","1"
"21564","Ryniewicz","Ryniewirz","Ryniewirz-",,,"Feminine","3i","0","0","1"
"21565","Rynkiewicz","Rynkiewirz","Rynkiewirz-",,,"Feminine","3i","0","0","1"
"21566","Rypień","Rypień","Rypien-",,,"Feminine","3i","0","0","1"
"21567","Rysiewicz","Rysiewirz","Rysiewirz-",,,"Feminine","3i","0","0","1"
"21568","Ryszkiewicz","Ryszkiewirz","Ryszkiewirz-",,,"Feminine","3i","0","0","1"
"21569","Ryć","Ryć","Ryc-",,,"Feminine","3i","0","0","1"
"21570","Ryłowicz","Ryłowirz","Ryłowirz-",,,"Feminine","3i","0","0","1"
"21571","Ryś","Ryś","Rys-",,,"Feminine","3i","0","0","1"
"21572","Ryśkiewicz","Ryśkiewirz","Ryśkiewirz-",,,"Feminine","3i","0","0","1"
"21573","Rzadkiewicz","Rzadkiewirz","Rzadkiewirz-",,,"Feminine","3i","0","0","1"
"21574","Rzadkosz","Rzadkosz","Rzadkosz-",,,"Feminine","3i","0","0","1"
"21575","Rzatkiewicz","Rzatkiewirz","Rzatkiewirz-",,,"Feminine","3i","0","0","1"
"21576","Rzechowicz","Rzechowirz","Rzechowirz-",,,"Feminine","3i","0","0","1"
"21577","Rzekęć","Rzekęć","Rzekęc-",,,"Feminine","3i","0","0","1"
"21578","Rzemieniec","Rzemieniec","Rzemieniec-",,,"Feminine","3i","0","0","1"
"21579","Rzemień","Rzemień","Rzemien-",,,"Feminine","3i","0","0","1"
"21580","Rzepiel","Rzepiel","Rzepiel-",,,"Feminine","3i","0","0","1"
"21581","Rzepień","Rzepień","Rzepien-",,,"Feminine","3i","0","0","1"
"21582","Rzeszewicz","Rzeszewirz","Rzeszewirz-",,,"Feminine","3i","0","0","1"
"21583","Rzeźnikiewicz","Rzeźnikiewirz","Rzeźnikiewirz-",,,"Feminine","3i","0","0","1"
"21584","Rzodkiewicz","Rzodkiewirz","Rzodkiewirz-",,,"Feminine","3i","0","0","1"
"21585","Rzotkiewicz","Rzotkiewirz","Rzotkiewirz-",,,"Feminine","3i","0","0","1"
"21586","Rzymkiewicz","Rzymkiewirz","Rzymkiewirz-",,,"Feminine","3i","0","0","1"
"21587","Rzymyszkiewicz","Rzymyszkiewirz","Rzymyszkiewirz-",,,"Feminine","3i","0","0","1"
"21588","Rzyszkiewicz","Rzyszkiewirz","Rzyszkiewirz-",,,"Feminine","3i","0","0","1"
"21589","Rządkiewicz","Rządkiewirz","Rządkiewirz-",,,"Feminine","3i","0","0","1"
"21590","Rzęsiewicz","Rzęsiewirz","Rzęsiewirz-",,,"Feminine","3i","0","0","1"
"21591","Rólkiewicz","Rólkiewirz","Rólkiewirz-",,,"Feminine","3i","0","0","1"
"21592","Różewicz","Różewirz","Różewirz-",,,"Feminine","3i","0","0","1"
"21593","Różnowicz","Różnowirz","Różnowirz-",,,"Feminine","3i","0","0","1"
"21594","Różowicz","Różowirz","Różowirz-",,,"Feminine","3i","0","0","1"
"21595","Różyc","Różyc","Różyc-",,,"Feminine","3i","0","0","1"
"21596","Rąbel","Rąbel","Rąbel-",,,"Feminine","3i","0","0","1"
"21597","Rączkiewicz","Rączkiewirz","Rączkiewirz-",,,"Feminine","3i","0","0","1"
"21598","Rębacz","Rębarz","Rębarz-",,,"Feminine","3i","0","0","1"
"21599","Rębisz","Rębisz","Rębisz-",,,"Feminine","3i","0","0","1"
"21600","Rębiś","Rębiś","Rębis-",,,"Feminine","3i","0","0","1"
"21601","Ręczkowicz","Ręczkowirz","Ręczkowirz-",,,"Feminine","3i","0","0","1"
"21602","Ręcławowicz","Ręcławowirz","Ręcławowirz-",,,"Feminine","3i","0","0","1"
"21603","Rękiewicz","Rękiewirz","Rękiewirz-",,,"Feminine","3i","0","0","1"
"21604","Rękosiewicz","Rękosiewirz","Rękosiewirz-",,,"Feminine","3i","0","0","1"
"21605","Rękoś","Rękoś","Rękos-",,,"Feminine","3i","0","0","1"
"21606","Sacewicz","Sacewirz","Sacewirz-",,,"Feminine","3i","0","0","1"
"21607","Sachanowicz","Sachanowirz","Sachanowirz-",,,"Feminine","3i","0","0","1"
"21608","Sadanowicz","Sadanowirz","Sadanowirz-",,,"Feminine","3i","0","0","1"
"21609","Sadkiewicz","Sadkiewirz","Sadkiewirz-",,,"Feminine","3i","0","0","1"
"21610","Sadowicz","Sadowirz","Sadowirz-",,,"Feminine","3i","0","0","1"
"21611","Sadowiec","Sadowiec","Sadowiec-",,,"Feminine","3i","0","0","1"
"21612","Sadoń","Sadoń","Sadon-",,,"Feminine","3i","0","0","1"
"21613","Sadłoń","Sadłoń","Sadłon-",,,"Feminine","3i","0","0","1"
"21614","Sajewicz","Sajewirz","Sajewirz-",,,"Feminine","3i","0","0","1"
"21615","Sajkiewicz","Sajkiewirz","Sajkiewirz-",,,"Feminine","3i","0","0","1"
"21616","Sakiewicz","Sakiewirz","Sakiewirz-",,,"Feminine","3i","0","0","1"
"21617","Sakowicz","Sakowirz","Sakowirz-",,,"Feminine","3i","0","0","1"
"21618","Sakowiec","Sakowiec","Sakowiec-",,,"Feminine","3i","0","0","1"
"21619","Salewicz","Salewirz","Salewirz-",,,"Feminine","3i","0","0","1"
"21620","Salwerowicz","Salwerowirz","Salwerowirz-",,,"Feminine","3i","0","0","1"
"21621","Samiec","Samiec","Samiec-",,,"Feminine","3i","0","0","1"
"21622","Samolewicz","Samolewirz","Samolewirz-",,,"Feminine","3i","0","0","1"
"21623","Samoń","Samoń","Samon-",,,"Feminine","3i","0","0","1"
"21624","Samulewicz","Samulewirz","Samulewirz-",,,"Feminine","3i","0","0","1"
"21625","Samuś","Samuś","Samus-",,,"Feminine","3i","0","0","1"
"21626","Saniukiewicz","Saniukiewirz","Saniukiewirz-",,,"Feminine","3i","0","0","1"
"21627","Sankiewicz","Sankiewirz","Sankiewirz-",,,"Feminine","3i","0","0","1"
"21628","Sapoń","Sapoń","Sapon-",,,"Feminine","3i","0","0","1"
"21629","Sarkowicz","Sarkowirz","Sarkowirz-",,,"Feminine","3i","0","0","1"
"21630","Satkiewicz","Satkiewirz","Satkiewirz-",,,"Feminine","3i","0","0","1"
"21631","Sawicz","Sawirz","Sawirz-",,,"Feminine","3i","0","0","1"
"21632","Sawiniec","Sawiniec","Sawiniec-",,,"Feminine","3i","0","0","1"
"21633","Sawkiewicz","Sawkiewirz","Sawkiewirz-",,,"Feminine","3i","0","0","1"
"21634","Sawlewicz","Sawlewirz","Sawlewirz-",,,"Feminine","3i","0","0","1"
"21635","Sawoń","Sawoń","Sawon-",,,"Feminine","3i","0","0","1"
"21636","Sałkiewicz","Sałkiewirz","Sałkiewirz-",,,"Feminine","3i","0","0","1"
"21637","Sdebel","Sdebel","Sdebel-",,,"Feminine","3i","0","0","1"
"21638","Sebastianowicz","Sebastianowirz","Sebastianowirz-",,,"Feminine","3i","0","0","1"
"21639","Semenowicz","Semenowirz","Semenowirz-",,,"Feminine","3i","0","0","1"
"21640","Semkowicz","Semkowirz","Semkowirz-",,,"Feminine","3i","0","0","1"
"21641","Sempowicz","Sempowirz","Sempowirz-",,,"Feminine","3i","0","0","1"
"21642","Sempołowicz","Sempołowirz","Sempołowirz-",,,"Feminine","3i","0","0","1"
"21643","Serafinowicz","Serafinowirz","Serafinowirz-",,,"Feminine","3i","0","0","1"
"21644","Serowiec","Serowiec","Serowiec-",,,"Feminine","3i","0","0","1"
"21645","Sewastianowicz","Sewastianowirz","Sewastianowirz-",,,"Feminine","3i","0","0","1"
"21646","Siankiewicz","Siankiewirz","Siankiewirz-",,,"Feminine","3i","0","0","1"
"21647","Siarkiewicz","Siarkiewirz","Siarkiewirz-",,,"Feminine","3i","0","0","1"
"21648","Siaśkiewicz","Siaśkiewirz","Siaśkiewirz-",,,"Feminine","3i","0","0","1"
"21649","Sidorowicz","Sidorowirz","Sidorowirz-",,,"Feminine","3i","0","0","1"
"21650","Siebielec","Siebielec","Siebielec-",,,"Feminine","3i","0","0","1"
"21651","Siebiesiewicz","Siebiesiewirz","Siebiesiewirz-",,,"Feminine","3i","0","0","1"
"21652","Sieciechowicz","Sieciechowirz","Sieciechowirz-",,,"Feminine","3i","0","0","1"
"21653","Sieczkiewicz","Sieczkiewirz","Sieczkiewirz-",,,"Feminine","3i","0","0","1"
"21654","Siedlec","Siedlec","Siedlec-",,,"Feminine","3i","0","0","1"
"21655","Siekaniec","Siekaniec","Siekaniec-",,,"Feminine","3i","0","0","1"
"21656","Siekanowicz","Siekanowirz","Siekanowirz-",,,"Feminine","3i","0","0","1"
"21657","Sielewicz","Sielewirz","Sielewirz-",,,"Feminine","3i","0","0","1"
"21658","Siemaszkiewicz","Siemaszkiewirz","Siemaszkiewirz-",,,"Feminine","3i","0","0","1"
"21659","Siemianowicz","Siemianowirz","Siemianowirz-",,,"Feminine","3i","0","0","1"
"21660","Siemieniec","Siemieniec","Siemieniec-",,,"Feminine","3i","0","0","1"
"21661","Siemienkiewicz","Siemienkiewirz","Siemienkiewirz-",,,"Feminine","3i","0","0","1"
"21662","Siemienowicz","Siemienowirz","Siemienowirz-",,,"Feminine","3i","0","0","1"
"21663","Siemionkowicz","Siemionkowirz","Siemionkowirz-",,,"Feminine","3i","0","0","1"
"21664","Siemkowicz","Siemkowirz","Siemkowirz-",,,"Feminine","3i","0","0","1"
"21665","Sieniec","Sieniec","Sieniec-",,,"Feminine","3i","0","0","1"
"21666","Sieniewicz","Sieniewirz","Sieniewirz-",,,"Feminine","3i","0","0","1"
"21667","Sieniuć","Sieniuć","Sieniuc-",,,"Feminine","3i","0","0","1"
"21668","Sienkiewicz","Sienkiewirz","Sienkiewirz-",,,"Feminine","3i","0","0","1"
"21669","Sienkowiec","Sienkowiec","Sienkowiec-",,,"Feminine","3i","0","0","1"
"21670","Sieraczkiewicz","Sieraczkiewirz","Sieraczkiewirz-",,,"Feminine","3i","0","0","1"
"21671","Sierotowicz","Sierotowirz","Sierotowirz-",,,"Feminine","3i","0","0","1"
"21672","Sieroń","Sieroń","Sieron-",,,"Feminine","3i","0","0","1"
"21673","Sierpień","Sierpień","Sierpien-",,,"Feminine","3i","0","0","1"
"21674","Sierszeń","Sierszeń","Sierszen-",,,"Feminine","3i","0","0","1"
"21675","Siewiec","Siewiec","Siewiec-",,,"Feminine","3i","0","0","1"
"21676","Siewielec","Siewielec","Siewielec-",,,"Feminine","3i","0","0","1"
"21677","Siewień","Siewień","Siewien-",,,"Feminine","3i","0","0","1"
"21678","Sieśkiewicz","Sieśkiewirz","Sieśkiewirz-",,,"Feminine","3i","0","0","1"
"21679","Silwanowicz","Silwanowirz","Silwanowirz-",,,"Feminine","3i","0","0","1"
"21680","Simkiewicz","Simkiewirz","Simkiewirz-",,,"Feminine","3i","0","0","1"
"21681","Simonowicz","Simonowirz","Simonowirz-",,,"Feminine","3i","0","0","1"
"21682","Siniakowicz","Siniakowirz","Siniakowirz-",,,"Feminine","3i","0","0","1"
"21683","Sinkiewicz","Sinkiewirz","Sinkiewirz-",,,"Feminine","3i","0","0","1"
"21684","Sipowicz","Sipowirz","Sipowirz-",,,"Feminine","3i","0","0","1"
"21685","Siroń","Siroń","Siron-",,,"Feminine","3i","0","0","1"
"21686","Sitkiewicz","Sitkiewirz","Sitkiewirz-",,,"Feminine","3i","0","0","1"
"21687","Siudakiewicz","Siudakiewirz","Siudakiewirz-",,,"Feminine","3i","0","0","1"
"21688","Siwanowicz","Siwanowirz","Siwanowirz-",,,"Feminine","3i","0","0","1"
"21689","Siwiec","Siwiec","Siwiec-",,,"Feminine","3i","0","0","1"
"21690","Siwielec","Siwielec","Siwielec-",,,"Feminine","3i","0","0","1"
"21691","Siwkiewicz","Siwkiewirz","Siwkiewirz-",,,"Feminine","3i","0","0","1"
"21692","Siwoń","Siwoń","Siwon-",,,"Feminine","3i","0","0","1"
"21693","Siwulec","Siwulec","Siwulec-",,,"Feminine","3i","0","0","1"
"21694","Siłacz","Siłarz","Siłarz-",,,"Feminine","3i","0","0","1"
"21695","Siłakiewicz","Siłakiewirz","Siłakiewirz-",,,"Feminine","3i","0","0","1"
"21696","Skakoń","Skakoń","Skakon-",,,"Feminine","3i","0","0","1"
"21697","Skalec","Skalec","Skalec-",,,"Feminine","3i","0","0","1"
"21698","Skarboń","Skarboń","Skarbon-",,,"Feminine","3i","0","0","1"
"21699","Skaskiewicz","Skaskiewirz","Skaskiewirz-",,,"Feminine","3i","0","0","1"
"21700","Skałoń","Skałoń","Skałon-",,,"Feminine","3i","0","0","1"
"21701","Skierś","Skierś","Skiers-",,,"Feminine","3i","0","0","1"
"21702","Sklepowicz","Sklepowirz","Sklepowirz-",,,"Feminine","3i","0","0","1"
"21703","Skocz","Skorz","Skorz-",,,"Feminine","3i","0","0","1"
"21704","Skoczeń","Skoczeń","Skoczen-",,,"Feminine","3i","0","0","1"
"21705","Skoczypiec","Skoczypiec","Skoczypiec-",,,"Feminine","3i","0","0","1"
"21706","Skorodzień","Skorodzień","Skorodzien-",,,"Feminine","3i","0","0","1"
"21707","Skośkiewicz","Skośkiewirz","Skośkiewirz-",,,"Feminine","3i","0","0","1"
"21708","Skraboń","Skraboń","Skrabon-",,,"Feminine","3i","0","0","1"
"21709","Skrobacz","Skrobarz","Skrobarz-",,,"Feminine","3i","0","0","1"
"21710","Skrobiś","Skrobiś","Skrobis-",,,"Feminine","3i","0","0","1"
"21711","Skroś","Skroś","Skros-",,,"Feminine","3i","0","0","1"
"21712","Skruszeniec","Skruszeniec","Skruszeniec-",,,"Feminine","3i","0","0","1"
"21713","Skrzecz","Skrzerz","Skrzerz-",,,"Feminine","3i","0","0","1"
"21714","Skrzypacz","Skrzyparz","Skrzyparz-",,,"Feminine","3i","0","0","1"
"21715","Skrzypulec","Skrzypulec","Skrzypulec-",,,"Feminine","3i","0","0","1"
"21716","Skrętkowicz","Skrętkowirz","Skrętkowirz-",,,"Feminine","3i","0","0","1"
"21717","Skrętowicz","Skrętowirz","Skrętowirz-",,,"Feminine","3i","0","0","1"
"21718","Skubisz","Skubisz","Skubisz-",,,"Feminine","3i","0","0","1"
"21719","Skupień","Skupień","Skupien-",,,"Feminine","3i","0","0","1"
"21720","Skupniewicz","Skupniewirz","Skupniewirz-",,,"Feminine","3i","0","0","1"
"21721","Skurkiewicz","Skurkiewirz","Skurkiewirz-",,,"Feminine","3i","0","0","1"
"21722","Skwarzec","Skwarzec","Skwarzec-",,,"Feminine","3i","0","0","1"
"21723","Skwiercz","Skwierrz","Skwierrz-",,,"Feminine","3i","0","0","1"
"21724","Skworc","Skworc","Skworc-",,,"Feminine","3i","0","0","1"
"21725","Skworzec","Skworzec","Skworzec-",,,"Feminine","3i","0","0","1"
"21726","Skóraś","Skóraś","Skóras-",,,"Feminine","3i","0","0","1"
"21727","Skórcz","Skórrz","Skórrz-",,,"Feminine","3i","0","0","1"
"21728","Skórkiewicz","Skórkiewirz","Skórkiewirz-",,,"Feminine","3i","0","0","1"
"21729","Składnikiewicz","Składnikiewirz","Składnikiewirz-",,,"Feminine","3i","0","0","1"
"21730","Składzień","Składzień","Składzien-",,,"Feminine","3i","0","0","1"
"21731","Smagowicz","Smagowirz","Smagowirz-",,,"Feminine","3i","0","0","1"
"21732","Smalec","Smalec","Smalec-",,,"Feminine","3i","0","0","1"
"21733","Smaroń","Smaroń","Smaron-",,,"Feminine","3i","0","0","1"
"21734","Smarszcz","Smarszrz","Smarszrz-",,,"Feminine","3i","0","0","1"
"21735","Smaruń","Smaruń","Smarun-",,,"Feminine","3i","0","0","1"
"21736","Smaś","Smaś","Smas-",,,"Feminine","3i","0","0","1"
"21737","Smigiel","Smigiel","Smigiel-",,,"Feminine","3i","0","0","1"
"21738","Smoktunowicz","Smoktunowirz","Smoktunowirz-",,,"Feminine","3i","0","0","1"
"21739","Smolec","Smolec","Smolec-",,,"Feminine","3i","0","0","1"
"21740","Smoleń","Smoleń","Smolen-",,,"Feminine","3i","0","0","1"
"21741","Smoliniec","Smoliniec","Smoliniec-",,,"Feminine","3i","0","0","1"
"21742","Smorongiewicz","Smorongiewirz","Smorongiewirz-",,,"Feminine","3i","0","0","1"
"21743","Smoroń","Smoroń","Smoron-",,,"Feminine","3i","0","0","1"
"21744","Smołkowicz","Smołkowirz","Smołkowirz-",,,"Feminine","3i","0","0","1"
"21745","Smuszkiewicz","Smuszkiewirz","Smuszkiewirz-",,,"Feminine","3i","0","0","1"
"21746","Smutkiewicz","Smutkiewirz","Smutkiewirz-",,,"Feminine","3i","0","0","1"
"21747","Smuśkiewicz","Smuśkiewirz","Smuśkiewirz-",,,"Feminine","3i","0","0","1"
"21748","Smycz","Smyrz","Smyrz-",,,"Feminine","3i","0","0","1"
"21749","Smykiel","Smykiel","Smykiel-",,,"Feminine","3i","0","0","1"
"21750","Smykiewicz","Smykiewirz","Smykiewirz-",,,"Feminine","3i","0","0","1"
"21751","Snopkiewicz","Snopkiewirz","Snopkiewirz-",,,"Feminine","3i","0","0","1"
"21752","Sobaniec","Sobaniec","Sobaniec-",,,"Feminine","3i","0","0","1"
"21753","Sobaszkiewicz","Sobaszkiewirz","Sobaszkiewirz-",,,"Feminine","3i","0","0","1"
"21754","Sobaś","Sobaś","Sobas-",,,"Feminine","3i","0","0","1"
"21755","Sobierajewicz","Sobierajewirz","Sobierajewirz-",,,"Feminine","3i","0","0","1"
"21756","Sobień","Sobień","Sobien-",,,"Feminine","3i","0","0","1"
"21757","Sobiś","Sobiś","Sobis-",,,"Feminine","3i","0","0","1"
"21758","Sobkiewicz","Sobkiewirz","Sobkiewirz-",,,"Feminine","3i","0","0","1"
"21759","Sobkowicz","Sobkowirz","Sobkowirz-",,,"Feminine","3i","0","0","1"
"21760","Sobotkiewicz","Sobotkiewirz","Sobotkiewirz-",,,"Feminine","3i","0","0","1"
"21761","Sobowiec","Sobowiec","Sobowiec-",,,"Feminine","3i","0","0","1"
"21762","Soboń","Soboń","Sobon-",,,"Feminine","3i","0","0","1"
"21763","Sobuń","Sobuń","Sobun-",,,"Feminine","3i","0","0","1"
"21764","Sobuś","Sobuś","Sobus-",,,"Feminine","3i","0","0","1"
"21765","Sochalec","Sochalec","Sochalec-",,,"Feminine","3i","0","0","1"
"21766","Sochowicz","Sochowirz","Sochowirz-",,,"Feminine","3i","0","0","1"
"21767","Sochoń","Sochoń","Sochon-",,,"Feminine","3i","0","0","1"
"21768","Sokolewicz","Sokolewirz","Sokolewirz-",,,"Feminine","3i","0","0","1"
"21769","Sokowicz","Sokowirz","Sokowirz-",,,"Feminine","3i","0","0","1"
"21770","Sokołowicz","Sokołowirz","Sokołowirz-",,,"Feminine","3i","0","0","1"
"21771","Solarewicz","Solarewirz","Solarewirz-",,,"Feminine","3i","0","0","1"
"21772","Soleniec","Soleniec","Soleniec-",,,"Feminine","3i","0","0","1"
"21773","Sopel","Sopel","Sopel-",,,"Feminine","3i","0","0","1"
"21774","Sordoń","Sordoń","Sordon-",,,"Feminine","3i","0","0","1"
"21775","Soroń","Soroń","Soron-",,,"Feminine","3i","0","0","1"
"21776","Sosnowicz","Sosnowirz","Sosnowirz-",,,"Feminine","3i","0","0","1"
"21777","Sosnowiec","Sosnowiec","Sosnowiec-",,,"Feminine","3i","0","0","1"
"21778","Sotkiewicz","Sotkiewirz","Sotkiewirz-",,,"Feminine","3i","0","0","1"
"21779","Sołkiewicz","Sołkiewirz","Sołkiewirz-",,,"Feminine","3i","0","0","1"
"21780","Sołoduszkiewicz","Sołoduszkiewirz","Sołoduszkiewirz-",,,"Feminine","3i","0","0","1"
"21781","Sołoniewicz","Sołoniewirz","Sołoniewirz-",,,"Feminine","3i","0","0","1"
"21782","Sołtykiewicz","Sołtykiewirz","Sołtykiewirz-",,,"Feminine","3i","0","0","1"
"21783","Spiechowicz","Spiechowirz","Spiechowirz-",,,"Feminine","3i","0","0","1"
"21784","Spirydowicz","Spirydowirz","Spirydowirz-",,,"Feminine","3i","0","0","1"
"21785","Spolankiewicz","Spolankiewirz","Spolankiewirz-",,,"Feminine","3i","0","0","1"
"21786","Spławiec","Spławiec","Spławiec-",,,"Feminine","3i","0","0","1"
"21787","Srogosz","Srogosz","Srogosz-",,,"Feminine","3i","0","0","1"
"21788","Stacewicz","Stacewirz","Stacewirz-",,,"Feminine","3i","0","0","1"
"21789","Stachewicz","Stachewirz","Stachewirz-",,,"Feminine","3i","0","0","1"
"21790","Stachiewicz","Stachiewirz","Stachiewirz-",,,"Feminine","3i","0","0","1"
"21791","Stachniewicz","Stachniewirz","Stachniewirz-",,,"Feminine","3i","0","0","1"
"21792","Stachowicz","Stachowirz","Stachowirz-",,,"Feminine","3i","0","0","1"
"21793","Stachoń","Stachoń","Stachon-",,,"Feminine","3i","0","0","1"
"21794","Stachulec","Stachulec","Stachulec-",,,"Feminine","3i","0","0","1"
"21795","Stackiewicz","Stackiewirz","Stackiewirz-",,,"Feminine","3i","0","0","1"
"21796","Stalec","Stalec","Stalec-",,,"Feminine","3i","0","0","1"
"21797","Staliś","Staliś","Stalis-",,,"Feminine","3i","0","0","1"
"21798","Stancel","Stancel","Stancel-",,,"Feminine","3i","0","0","1"
"21799","Stanczykiewicz","Stanczykiewirz","Stanczykiewirz-",,,"Feminine","3i","0","0","1"
"21800","Staniec","Staniec","Staniec-",,,"Feminine","3i","0","0","1"
"21801","Stanielewicz","Stanielewirz","Stanielewirz-",,,"Feminine","3i","0","0","1"
"21802","Staniewicz","Staniewirz","Staniewirz-",,,"Feminine","3i","0","0","1"
"21803","Stanilewicz","Stanilewirz","Stanilewirz-",,,"Feminine","3i","0","0","1"
"21804","Staniukiewicz","Staniukiewirz","Staniukiewirz-",,,"Feminine","3i","0","0","1"
"21805","Stankiewicz","Stankiewirz","Stankiewirz-",,,"Feminine","3i","0","0","1"
"21806","Stankowicz","Stankowirz","Stankowirz-",,,"Feminine","3i","0","0","1"
"21807","Stanulewicz","Stanulewirz","Stanulewirz-",,,"Feminine","3i","0","0","1"
"21808","Starkiewicz","Starkiewirz","Starkiewirz-",,,"Feminine","3i","0","0","1"
"21809","Starosielec","Starosielec","Starosielec-",,,"Feminine","3i","0","0","1"
"21810","Starowicz","Starowirz","Starowirz-",,,"Feminine","3i","0","0","1"
"21811","Staroń","Staroń","Staron-",,,"Feminine","3i","0","0","1"
"21812","Staruchowicz","Staruchowirz","Staruchowirz-",,,"Feminine","3i","0","0","1"
"21813","Staruszkiewicz","Staruszkiewirz","Staruszkiewirz-",,,"Feminine","3i","0","0","1"
"21814","Starzec","Starzec","Starzec-",,,"Feminine","3i","0","0","1"
"21815","Starzykiewicz","Starzykiewirz","Starzykiewirz-",,,"Feminine","3i","0","0","1"
"21816","Stasiakiewicz","Stasiakiewirz","Stasiakiewirz-",,,"Feminine","3i","0","0","1"
"21817","Stasiewicz","Stasiewirz","Stasiewirz-",,,"Feminine","3i","0","0","1"
"21818","Stasiełowicz","Stasiełowirz","Stasiełowirz-",,,"Feminine","3i","0","0","1"
"21819","Stasiukiewicz","Stasiukiewirz","Stasiukiewirz-",,,"Feminine","3i","0","0","1"
"21820","Stasiulewicz","Stasiulewirz","Stasiulewirz-",,,"Feminine","3i","0","0","1"
"21821","Stasiłowicz","Stasiłowirz","Stasiłowirz-",,,"Feminine","3i","0","0","1"
"21822","Staszkiewicz","Staszkiewirz","Staszkiewirz-",,,"Feminine","3i","0","0","1"
"21823","Statkiewicz","Statkiewirz","Statkiewirz-",,,"Feminine","3i","0","0","1"
"21824","Staśkiewicz","Staśkiewirz","Staśkiewirz-",,,"Feminine","3i","0","0","1"
"21825","Stec","Stec","Stec-",,,"Feminine","3i","0","0","1"
"21826","Steckiewicz","Steckiewirz","Steckiewirz-",,,"Feminine","3i","0","0","1"
"21827","Steczkiewicz","Steczkiewirz","Steczkiewirz-",,,"Feminine","3i","0","0","1"
"21828","Stefaniec","Stefaniec","Stefaniec-",,,"Feminine","3i","0","0","1"
"21829","Stefankiewicz","Stefankiewirz","Stefankiewirz-",,,"Feminine","3i","0","0","1"
"21830","Stefanowicz","Stefanowirz","Stefanowirz-",,,"Feminine","3i","0","0","1"
"21831","Stempień","Stempień","Stempien-",,,"Feminine","3i","0","0","1"
"21832","Stempniewicz","Stempniewirz","Stempniewirz-",,,"Feminine","3i","0","0","1"
"21833","Stencel","Stencel","Stencel-",,,"Feminine","3i","0","0","1"
"21834","Stenzel","Stenzel","Stenzel-",,,"Feminine","3i","0","0","1"
"21835","Sterkowiec","Sterkowiec","Sterkowiec-",,,"Feminine","3i","0","0","1"
"21836","Stodółkiewicz","Stodółkiewirz","Stodółkiewirz-",,,"Feminine","3i","0","0","1"
"21837","Stogniew","Stogniew","Stogniw-",,,"Feminine","3i","0","0","1"
"21838","Stokowiec","Stokowiec","Stokowiec-",,,"Feminine","3i","0","0","1"
"21839","Stolarzewicz","Stolarzewirz","Stolarzewirz-",,,"Feminine","3i","0","0","1"
"21840","Stolaś","Stolaś","Stolas-",,,"Feminine","3i","0","0","1"
"21841","Stompel","Stompel","Stompel-",,,"Feminine","3i","0","0","1"
"21842","Storonowicz","Storonowirz","Storonowirz-",,,"Feminine","3i","0","0","1"
"21843","Stoń","Stoń","Ston-",,,"Feminine","3i","0","0","1"
"21844","Stoś","Stoś","Stos-",,,"Feminine","3i","0","0","1"
"21845","Straś","Straś","Stras-",,,"Feminine","3i","0","0","1"
"21846","Strojec","Strojec","Strojec-",,,"Feminine","3i","0","0","1"
"21847","Strokosz","Strokosz","Strokosz-",,,"Feminine","3i","0","0","1"
"21848","Strompoć","Strompoć","Strompoc-",,,"Feminine","3i","0","0","1"
"21849","Strugacz","Strugarz","Strugarz-",,,"Feminine","3i","0","0","1"
"21850","Strukiel","Strukiel","Strukiel-",,,"Feminine","3i","0","0","1"
"21851","Strusiewicz","Strusiewirz","Strusiewirz-",,,"Feminine","3i","0","0","1"
"21852","Struś","Struś","Strus-",,,"Feminine","3i","0","0","1"
"21853","Stryczniewicz","Stryczniewirz","Stryczniewirz-",,,"Feminine","3i","0","0","1"
"21854","Stryjakiewicz","Stryjakiewirz","Stryjakiewirz-",,,"Feminine","3i","0","0","1"
"21855","Strzelec","Strzelec","Strzelec-",,,"Feminine","3i","0","0","1"
"21856","Strzelewicz","Strzelewirz","Strzelewirz-",,,"Feminine","3i","0","0","1"
